Date,Product_Name,Category,Location,Unit_Price_NGN,Qty_Sold,Daily_Total_NGN,Competitor_Price,Price_Gap_Pct,Delivery_Status
2025-12-10,Yellow Garri (Paint),Tubers,Port Harcourt,5500,12,66000,4200,31,On-Time
2025-12-10,Yam Tuber (Large),Produce,Abuja,12000,13,156000,8000,50,On-Time
2025-10-13,Frozen Turkey (kg),Meat,Port Harcourt,11000,28,308000,8800,25,Critical Delay
2025-10-13,Local Rice (50kg),Grains,Kano,120000,5,600000,105000,14.3,Critical Delay
2025-10-13,Beans Brown (Oloyin),Grains,Enugu,4500,9,40500,3200,40.6,On-Time
2025-10-13,Beans Brown (Oloyin),Grains,Enugu,4500,19,85500,3200,40.6,Critical Delay
2025-10-14,Frozen Turkey (kg),Meat,Abuja,10500,-1,0,8800,19.3,Delayed
2025-10-14,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,4,18000,3200,40.6,Delayed
2025-10-14,Local Rice (50kg),Grains,Lagos (Lekki),120000,0,0,105000,14.3,Delayed
2025-10-14,Kings Oil 5L,Oils,Ibadan,27000,27,729000,21500,25.6,On-Time
2025-10-15,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,6,33000,4200,31,Critical Delay
2025-10-15,Frozen Turkey (kg),Meat,Port Harcourt,11000,25,275000,8800,25,Critical Delay
2025-10-15,Beans Brown (Oloyin),Grains,Enugu,4500,17,76500,3200,40.6,On-Time
2025-10-15,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,-2,0,6000,20,On-Time
2025-10-16,Kings Oil 5L,Oils,Ibadan,27000,12,324000,21500,25.6,On-Time
2025-10-16,Frozen Turkey (kg),Meat,Ibadan,11000,24,264000,8800,25,Critical Delay
2025-10-16,Indomie Super Pack,Noodles,Lagos (Lekki),20000,18,360000,16800,19,Critical Delay
2025-10-16,Semovita 10kg,Swallow,Lagos (Lekki),10500,28,294000,9200,14.1,Delayed
2025-10-17,Yam Tuber (Large),Produce,Port Harcourt,12000,15,180000,8000,50,Critical Delay
2025-10-17,Beans Brown (Oloyin),Grains,Kano,4500,8,36000,3200,40.6,Critical Delay
2025-10-17,Frozen Turkey (kg),Meat,Abuja,11000,30,330000,8800,25,Critical Delay
2025-10-17,Power Oil (Sachet),Oils,Abuja,500,6,3000,400,25,Delayed
2025-10-18,Yam Tuber (Large),Produce,Lagos (Lekki),12000,2,24000,8000,50,Delayed
2025-10-18,Frozen Turkey (kg),Meat,Ibadan,11000,-2,0,8800,25,Critical Delay
2025-10-18,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,14,168000,8000,50,Critical Delay
2025-10-18,Indomie Super Pack,Noodles,Ibadan,20000,17,340000,16800,19,Delayed
2025-10-19,Power Oil (Sachet),Oils,Lagos (Ikeja),0,26,0,400,-100,On-Time
2025-10-19,Kings Oil 5L,Oils,Abuja,27000,20,540000,21500,25.6,Delayed
2025-10-19,Peak Milk 400g,Dairy,Abuja,5800,25,145000,4900,18.4,On-Time
2025-10-19,Kings Oil 5L,Oils,Abuja,27000,17,459000,21500,25.6,Delayed
2025-10-20,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,27,194400,6000,20,On-Time
2025-10-20,Frozen Turkey (kg),Meat,Ibadan,11000,0,0,8800,25,Critical Delay
2025-10-20,Frozen Turkey (kg),Meat,Kano,11000,4,44000,8800,25,Delayed
2025-10-20,Semovita 10kg,Swallow,Abuja,10500,14,147000,9200,14.1,Critical Delay
2025-10-21,Indomie Super Pack,Noodles,Lagos (Lekki),20000,-2,0,16800,19,Delayed
2025-10-21,Semovita 10kg,Swallow,Lagos (Ikeja),10500,5,52500,9200,14.1,Delayed
2025-10-21,Yellow Garri (Paint),Tubers,Kano,5500,10,55000,4200,31,Critical Delay
2025-10-21,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,0,0,3200,25,On-Time
2025-10-22,Dangote Sugar 1kg,Sweeteners,Abuja,4000,-1,0,3200,25,Critical Delay
2025-10-22,Yam Tuber (Large),Produce,Kano,11500,12,138000,8000,43.8,Critical Delay
2025-10-22,Kings Oil 5L,Oils,Enugu,27000,13,351000,21500,25.6,Critical Delay
2025-10-22,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,25,145000,4900,18.4,Critical Delay
2025-10-23,Frozen Turkey (kg),Meat,Kano,11000,21,231000,8800,25,On-Time
2025-10-23,Semovita 10kg,Swallow,Ibadan,10500,2,21000,9200,14.1,Delayed
2025-10-23,Semovita 10kg,Swallow,Kano,10500,-2,0,9200,14.1,On-Time
2025-10-23,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,1,7200,6000,20,On-Time
2025-10-24,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,17,98600,4900,18.4,Delayed
2025-10-24,Beans Brown (Oloyin),Grains,Kano,4500,1,4500,3200,40.6,Critical Delay
2025-10-24,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,24,264000,8800,25,Critical Delay
2025-10-24,Kings Oil 5L,Oils,Kano,26500,11,291500,21500,23.3,Delayed
2025-10-25,Milo Refill 500g,Beverages,Enugu,7200,17,122400,6000,20,On-Time
2025-10-25,Power Oil (Sachet),Oils,Lagos (Ikeja),0,1,0,400,-100,Delayed
2025-10-25,Yam Tuber (Large),Produce,Kano,12000,16,192000,8000,50,Critical Delay
2025-10-25,Milo Refill 500g,Beverages,Port Harcourt,7200,11,79200,6000,20,Delayed
2025-10-26,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,20,80000,3200,25,Critical Delay
2025-10-26,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,24,480000,16800,19,On-Time
2025-10-26,Kings Oil 5L,Oils,Kano,27000,0,0,21500,25.6,On-Time
2025-10-26,Dangote Sugar 1kg,Sweeteners,Abuja,4000,30,120000,3200,25,Critical Delay
2025-10-27,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,15,60000,3200,25,Critical Delay
2025-10-27,Indomie Super Pack,Noodles,Ibadan,20000,3,60000,16800,19,Delayed
2025-10-27,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,0,0,4200,31,On-Time
2025-10-27,Indomie Super Pack,Noodles,Ibadan,20000,5,100000,16800,19,On-Time
2025-10-28,Beans Brown (Oloyin),Grains,Ibadan,4500,21,94500,3200,40.6,On-Time
2025-10-28,Indomie Super Pack,Noodles,Ibadan,20000,4,80000,16800,19,Critical Delay
2025-10-28,Dangote Sugar 1kg,Sweeteners,Kano,4000,21,84000,3200,25,Critical Delay
2025-10-28,Beans Brown (Oloyin),Grains,Port Harcourt,4500,2,9000,3200,40.6,Critical Delay
2025-10-29,Local Rice (50kg),Grains,Abuja,120000,4,480000,105000,14.3,Delayed
2025-10-29,Yellow Garri (Paint),Tubers,Ibadan,5500,28,154000,4200,31,Delayed
2025-10-29,Milo Refill 500g,Beverages,Port Harcourt,7200,26,187200,6000,20,On-Time
2025-10-29,Milo Refill 500g,Beverages,Abuja,7200,-2,0,6000,20,On-Time
2025-10-30,Semovita 10kg,Swallow,Lagos (Ikeja),10500,16,168000,9200,14.1,Critical Delay
2025-10-30,Local Rice (50kg),Grains,Ibadan,120000,0,0,105000,14.3,Critical Delay
2025-10-30,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,19,209000,8800,25,On-Time
2025-10-30,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,20,110000,4200,31,On-Time
2025-10-31,Semovita 10kg,Swallow,Port Harcourt,10500,13,136500,9200,14.1,Delayed
2025-10-31,Local Rice (50kg),Grains,Kano,120000,24,2880000,105000,14.3,On-Time
2025-10-31,Kings Oil 5L,Oils,Kano,27000,28,756000,21500,25.6,On-Time
2025-10-31,Peak Milk 400g,Dairy,Enugu,5800,6,34800,4900,18.4,On-Time
2025-11-01,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,25,100000,3200,25,On-Time
2025-01-11,Power Oil (Sachet),Oils,Ibadan,500,22,11000,400,25,On-Time
2025-11-01,Peak Milk 400g,Dairy,Abuja,5800,24,139200,4900,18.4,On-Time
2025-11-01,Frozen Turkey (kg),Meat,Enugu,11000,4,44000,8800,25,Critical Delay
2025-02-11,Semovita 10kg,Swallow,Lagos (Ikeja),10500,6,63000,9200,14.1,Delayed
2025-11-02,Milo Refill 500g,Beverages,Kano,7200,17,122400,6000,20,On-Time
2025-11-02,Yellow Garri (Paint),Tubers,Kano,5500,18,99000,4200,31,On-Time
2025-11-02,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,29,208800,6000,20,Critical Delay
2025-11-03,Semovita 10kg,Swallow,Port Harcourt,10500,-1,0,9200,14.1,Critical Delay
2025-11-03,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,-2,0,8000,50,Critical Delay
2025-03-11,Yellow Garri (Paint),Tubers,Enugu,5500,12,66000,4200,31,Delayed
2025-11-03,Kings Oil 5L,Oils,Enugu,27000,6,162000,21500,25.6,Delayed
2025-04-11,Local Rice (50kg),Grains,Lagos (Lekki),120000,25,3000000,105000,14.3,Delayed
2025-11-04,Frozen Turkey (kg),Meat,Ibadan,11000,3,33000,8800,25,On-Time
2025-11-04,Yellow Garri (Paint),Tubers,Kano,5500,5,27500,4200,31,On-Time
2025-04-11,Peak Milk 400g,Dairy,Port Harcourt,5800,10,58000,4900,18.4,Critical Delay
2025-05-11,Peak Milk 400g,Dairy,Lagos (Lekki),5800,10,58000,4900,18.4,Critical Delay
2025-11-05,Yam Tuber (Large),Produce,Kano,11500,19,218500,8000,43.8,Critical Delay
2025-11-05,Indomie Super Pack,Noodles,Port Harcourt,20000,2,40000,16800,19,On-Time
2025-05-11,Local Rice (50kg),Grains,Abuja,120000,30,3600000,105000,14.3,On-Time
2025-11-06,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,10,55000,4200,31,Critical Delay
2025-11-06,Power Oil (Sachet),Oils,Abuja,500,-2,0,400,25,On-Time
2025-06-11,Semovita 10kg,Swallow,Abuja,10500,7,73500,9200,14.1,Delayed
2025-06-11,Frozen Turkey (kg),Meat,Abuja,11000,20,220000,8800,25,On-Time
2025-11-07,Kings Oil 5L,Oils,Lagos (Lekki),27000,0,0,21500,25.6,Delayed
2025-11-07,Local Rice (50kg),Grains,Port Harcourt,120000,14,1680000,105000,14.3,Critical Delay
2025-11-07,Dangote Sugar 1kg,Sweeteners,Kano,4000,29,116000,3200,25,On-Time
2025-07-11,Indomie Super Pack,Noodles,Port Harcourt,20000,9,180000,16800,19,Delayed
2025-08-11,Peak Milk 400g,Dairy,Ibadan,5800,8,46400,4900,18.4,Critical Delay
2025-11-08,Power Oil (Sachet),Oils,Kano,500,4,2000,400,25,On-Time
2025-11-08,Milo Refill 500g,Beverages,Enugu,6700,22,147400,6000,11.7,Critical Delay
2025-11-08,Beans Brown (Oloyin),Grains,Port Harcourt,4500,5,22500,3200,40.6,Delayed
2025-11-09,Kings Oil 5L,Oils,Kano,27000,22,594000,21500,25.6,On-Time
2025-09-11,Milo Refill 500g,Beverages,Ibadan,7200,25,180000,6000,20,Critical Delay
2025-11-09,Semovita 10kg,Swallow,Enugu,10500,6,63000,9200,14.1,Delayed
2025-11-09,Peak Milk 400g,Dairy,Enugu,5300,10,53000,4900,8.2,Delayed
2025-11-10,Kings Oil 5L,Oils,Enugu,27000,-1,0,21500,25.6,Delayed
2025-10-11,Local Rice (50kg),Grains,Enugu,120000,5,600000,105000,14.3,On-Time
2025-11-10,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,5,55000,8800,25,On-Time
2025-10-11,Peak Milk 400g,Dairy,Abuja,5800,7,40600,4900,18.4,On-Time
2025-11-11,Local Rice (50kg),Grains,Abuja,120000,5,600000,105000,14.3,Critical Delay
2025-11-11,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,19,136800,6000,20,Delayed
2025-11-11,Semovita 10kg,Swallow,Lagos (Ikeja),10500,18,189000,9200,14.1,On-Time
2025-11-11,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,3,12000,3200,25,Critical Delay
2025-12-26,Local Rice (50kg),Grains,Abuja,120000,14,1680000,105000,14.3,On-Time
2025-12-11,Semovita 10kg,Swallow,Enugu,10500,6,63000,9200,14.1,On-Time
2025-11-12,Power Oil (Sachet),Oils,Lagos (Lekki),500,24,12000,400,25,Delayed
2025-11-12,Semovita 10kg,Swallow,Kano,10500,29,304500,9200,14.1,Delayed
2025-11-13,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,30,330000,8800,25,Delayed
2025-11-13,Indomie Super Pack,Noodles,Kano,20000,16,320000,16800,19,Delayed
2025-11-13,Semovita 10kg,Swallow,Abuja,10500,-2,0,9200,14.1,Critical Delay
2025-11-13,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,22,264000,8000,50,Critical Delay
2025-11-14,Yellow Garri (Paint),Tubers,Ibadan,5500,9,49500,4200,31,On-Time
2025-11-14,Yam Tuber (Large),Produce,Ibadan,12000,14,168000,8000,50,Delayed
2025-11-14,Yellow Garri (Paint),Tubers,Kano,5500,23,126500,4200,31,On-Time
2025-11-14,Kings Oil 5L,Oils,Abuja,27000,29,783000,21500,25.6,Delayed
2025-11-15,Indomie Super Pack,Noodles,Enugu,20000,7,140000,16800,19,Critical Delay
2025-11-15,Yam Tuber (Large),Produce,Kano,12000,6,72000,8000,50,Critical Delay
2025-11-15,Indomie Super Pack,Noodles,Lagos (Lekki),20000,21,420000,16800,19,Critical Delay
2025-11-15,Beans Brown (Oloyin),Grains,Abuja,4500,26,117000,3200,40.6,Critical Delay
2025-11-16,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,13,52000,3200,25,Critical Delay
2025-11-16,Milo Refill 500g,Beverages,Lagos (Lekki),6700,-1,0,6000,11.7,Critical Delay
2025-11-16,Local Rice (50kg),Grains,Lagos (Lekki),120000,18,2160000,105000,14.3,Critical Delay
2025-11-16,Local Rice (50kg),Grains,Enugu,120000,23,2760000,105000,14.3,Delayed
2025-11-17,Indomie Super Pack,Noodles,Enugu,20000,24,480000,16800,19,Delayed
2025-11-17,Yellow Garri (Paint),Tubers,Kano,5500,17,93500,4200,31,Delayed
2025-11-17,Kings Oil 5L,Oils,Port Harcourt,27000,1,27000,21500,25.6,Critical Delay
2025-11-17,Dangote Sugar 1kg,Sweeteners,Enugu,4000,7,28000,3200,25,Delayed
2025-11-18,Local Rice (50kg),Grains,Lagos (Ikeja),120000,16,1920000,105000,14.3,On-Time
2025-11-18,Indomie Super Pack,Noodles,Enugu,20000,15,300000,16800,19,On-Time
2025-11-18,Kings Oil 5L,Oils,Port Harcourt,27000,9,243000,21500,25.6,On-Time
2025-11-18,Milo Refill 500g,Beverages,Kano,7200,8,57600,6000,20,Delayed
2025-11-19,Indomie Super Pack,Noodles,Lagos (Lekki),20000,15,300000,16800,19,On-Time
2025-11-19,Local Rice (50kg),Grains,Lagos (Lekki),120000,29,3480000,105000,14.3,Critical Delay
2025-11-19,Milo Refill 500g,Beverages,Abuja,7200,15,108000,6000,20,Delayed
2025-11-19,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,25,100000,3200,25,On-Time
2025-11-20,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,22,127600,4900,18.4,Critical Delay
2025-11-20,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,22,440000,16800,19,Critical Delay
2025-11-20,Local Rice (50kg),Grains,Abuja,120000,20,2400000,105000,14.3,Critical Delay
2025-11-20,Yellow Garri (Paint),Tubers,Port Harcourt,5500,-2,0,4200,31,Delayed
2025-11-21,Power Oil (Sachet),Oils,Port Harcourt,500,28,14000,400,25,Delayed
2025-11-21,Peak Milk 400g,Dairy,Enugu,5800,6,34800,4900,18.4,On-Time
2025-11-21,Frozen Turkey (kg),Meat,Port Harcourt,11000,21,231000,8800,25,Delayed
2025-11-21,Semovita 10kg,Swallow,Lagos (Lekki),10500,23,241500,9200,14.1,On-Time
2025-11-22,Kings Oil 5L,Oils,Port Harcourt,27000,9,243000,21500,25.6,On-Time
2025-11-22,Local Rice (50kg),Grains,Kano,120000,26,3120000,105000,14.3,Critical Delay
2025-11-22,Peak Milk 400g,Dairy,Lagos (Lekki),5800,20,116000,4900,18.4,Delayed
2025-11-22,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,29,159500,4200,31,Delayed
2025-11-23,Semovita 10kg,Swallow,Ibadan,10500,23,241500,9200,14.1,Delayed
2025-11-23,Indomie Super Pack,Noodles,Port Harcourt,20000,13,260000,16800,19,On-Time
2025-11-23,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,16,92800,4900,18.4,Critical Delay
2025-11-23,Yellow Garri (Paint),Tubers,Kano,5500,25,137500,4200,31,Critical Delay
2025-11-24,Frozen Turkey (kg),Meat,Abuja,11000,19,209000,8800,25,Delayed
2025-11-24,Peak Milk 400g,Dairy,Kano,5800,24,139200,4900,18.4,On-Time
2025-11-24,Indomie Super Pack,Noodles,Enugu,20000,0,0,16800,19,On-Time
2025-11-24,Yam Tuber (Large),Produce,Abuja,12000,21,252000,8000,50,On-Time
2025-11-25,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,20,80000,3200,25,Critical Delay
2025-11-25,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,0,0,3200,25,On-Time
2025-11-25,Yellow Garri (Paint),Tubers,Enugu,5500,9,49500,4200,31,On-Time
2025-11-25,Local Rice (50kg),Grains,Ibadan,120000,26,3120000,105000,14.3,On-Time
2025-11-26,Yam Tuber (Large),Produce,Kano,12000,24,288000,8000,50,Delayed
2025-11-26,Dangote Sugar 1kg,Sweeteners,Enugu,4000,29,116000,3200,25,Critical Delay
2025-11-26,Indomie Super Pack,Noodles,Lagos (Lekki),20000,10,200000,16800,19,On-Time
2025-11-26,Kings Oil 5L,Oils,Ibadan,27000,22,594000,21500,25.6,On-Time
2025-11-27,Beans Brown (Oloyin),Grains,Abuja,4500,-2,0,3200,40.6,Delayed
2025-11-27,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,30,120000,3200,25,Critical Delay
2025-11-27,Dangote Sugar 1kg,Sweeteners,Kano,4000,8,32000,3200,25,Critical Delay
2025-11-27,Semovita 10kg,Swallow,Kano,10500,30,315000,9200,14.1,Delayed
2025-11-28,Milo Refill 500g,Beverages,Abuja,7200,6,43200,6000,20,Delayed
2025-11-28,Kings Oil 5L,Oils,Lagos (Lekki),27000,10,270000,21500,25.6,On-Time
2025-11-28,Semovita 10kg,Swallow,Enugu,10500,30,315000,9200,14.1,Delayed
2025-11-28,Local Rice (50kg),Grains,Ibadan,120000,22,2640000,105000,14.3,Delayed
2025-11-29,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,8,88000,8800,25,Critical Delay
2025-11-29,Local Rice (50kg),Grains,Lagos (Ikeja),120000,13,1560000,105000,14.3,Delayed
2025-11-29,Power Oil (Sachet),Oils,Ibadan,500,4,2000,400,25,Critical Delay
2025-11-29,Kings Oil 5L,Oils,Kano,27000,9,243000,21500,25.6,Critical Delay
2025-11-30,Kings Oil 5L,Oils,Port Harcourt,27000,-1,0,21500,25.6,Critical Delay
2025-11-30,Power Oil (Sachet),Oils,Enugu,500,21,10500,400,25,Critical Delay
2025-11-30,Milo Refill 500g,Beverages,Abuja,7200,-2,0,6000,20,Critical Delay
2025-11-30,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,30,165000,4200,31,On-Time
2025-12-01,Frozen Turkey (kg),Meat,Port Harcourt,11000,23,253000,8800,25,Critical Delay
2025-12-01,Semovita 10kg,Swallow,Ibadan,10500,7,73500,9200,14.1,Critical Delay
2025-01-12,Kings Oil 5L,Oils,Port Harcourt,27000,7,189000,21500,25.6,On-Time
2025-12-01,Yellow Garri (Paint),Tubers,Ibadan,5500,16,88000,4200,31,On-Time
2025-12-02,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,29,116000,3200,25,On-Time
2025-12-02,Power Oil (Sachet),Oils,Port Harcourt,500,14,7000,400,25,On-Time
2025-02-12,Local Rice (50kg),Grains,Kano,120000,25,3000000,105000,14.3,Delayed
2025-12-02,Yam Tuber (Large),Produce,Enugu,12000,16,192000,8000,50,Delayed
2025-03-12,Indomie Super Pack,Noodles,Abuja,20000,14,280000,16800,19,Delayed
2025-12-03,Yam Tuber (Large),Produce,Abuja,12000,13,156000,8000,50,On-Time
2025-12-03,Power Oil (Sachet),Oils,Kano,500,7,3500,400,25,On-Time
2025-12-03,Semovita 10kg,Swallow,Kano,10500,27,283500,9200,14.1,Critical Delay
2025-04-12,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5000,8,40000,4200,19,Critical Delay
2025-12-04,Power Oil (Sachet),Oils,Kano,500,10,5000,400,25,Critical Delay
2025-12-04,Peak Milk 400g,Dairy,Enugu,5800,11,63800,4900,18.4,Delayed
2025-04-12,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,5,22500,3200,40.6,Critical Delay
2025-12-05,Local Rice (50kg),Grains,Enugu,120000,24,2880000,105000,14.3,On-Time
2025-05-12,Local Rice (50kg),Grains,Lagos (Ikeja),120000,21,2520000,105000,14.3,Delayed
2025-12-05,Indomie Super Pack,Noodles,Port Harcourt,20000,6,120000,16800,19,On-Time
2025-05-12,Yam Tuber (Large),Produce,Enugu,12000,3,36000,8000,50,Delayed
2025-06-12,Peak Milk 400g,Dairy,Abuja,5800,29,168200,4900,18.4,On-Time
2025-12-06,Yam Tuber (Large),Produce,Enugu,11500,10,115000,8000,43.8,Critical Delay
2025-12-06,Local Rice (50kg),Grains,Lagos (Ikeja),120000,6,720000,105000,14.3,Delayed
2025-12-06,Peak Milk 400g,Dairy,Ibadan,5800,16,92800,4900,18.4,Critical Delay
2025-12-07,Milo Refill 500g,Beverages,Kano,7200,18,129600,6000,20,On-Time
2025-12-07,Local Rice (50kg),Grains,Lagos (Lekki),120000,0,0,105000,14.3,Critical Delay
2025-12-07,Local Rice (50kg),Grains,Enugu,120000,10,1200000,105000,14.3,Critical Delay
2025-12-07,Local Rice (50kg),Grains,Lagos (Lekki),120000,12,1440000,105000,14.3,Critical Delay
2025-12-08,Dangote Sugar 1kg,Sweeteners,Abuja,4000,5,20000,3200,25,Critical Delay
2025-12-08,Local Rice (50kg),Grains,Lagos (Lekki),120000,29,3480000,105000,14.3,On-Time
2025-12-08,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,29,348000,8000,50,Delayed
2025-12-08,Yam Tuber (Large),Produce,Port Harcourt,12000,28,336000,8000,50,Critical Delay
2025-12-09,Yellow Garri (Paint),Tubers,Port Harcourt,5500,8,44000,4200,31,On-Time
2025-12-09,Semovita 10kg,Swallow,Lagos (Ikeja),10000,-1,0,9200,8.7,Critical Delay
2025-12-09,Dangote Sugar 1kg,Sweeteners,Enugu,3500,23,80500,3200,9.4,Critical Delay
2025-12-09,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,17,98600,4900,18.4,On-Time
2025-12-10,Peak Milk 400g,Dairy,Ibadan,5800,10,58000,4900,18.4,Critical Delay
2025-10-12,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,8,32000,3200,25,On-Time
2025-10-12,Kings Oil 5L,Oils,Enugu,27000,1,27000,21500,25.6,Delayed
2025-10-12,Frozen Turkey (kg),Meat,Enugu,11000,7,77000,8800,25,On-Time
2025-12-11,Indomie Super Pack,Noodles,Port Harcourt,20000,2,40000,16800,19,On-Time
2025-12-11,Kings Oil 5L,Oils,Abuja,27000,12,324000,21500,25.6,Critical Delay
2025-12-11,Dangote Sugar 1kg,Sweeteners,Enugu,4000,-2,0,3200,25,On-Time
2025-11-12,Yellow Garri (Paint),Tubers,Enugu,5500,10,55000,4200,31,Critical Delay
2025-12-12,Local Rice (50kg),Grains,Abuja,120000,17,2040000,105000,14.3,On-Time
2025-12-12,Peak Milk 400g,Dairy,Kano,5800,21,121800,4900,18.4,Delayed
2025-12-12,Kings Oil 5L,Oils,Enugu,27000,13,351000,21500,25.6,On-Time
2025-12-12,Yam Tuber (Large),Produce,Ibadan,12000,5,60000,8000,50,On-Time
2025-12-13,Power Oil (Sachet),Oils,Lagos (Ikeja),500,19,9500,400,25,On-Time
2025-12-13,Beans Brown (Oloyin),Grains,Ibadan,4500,3,13500,3200,40.6,Critical Delay
2025-12-13,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,0,0,4200,31,Critical Delay
2025-12-13,Milo Refill 500g,Beverages,Enugu,7200,30,216000,6000,20,Critical Delay
2025-12-14,Yellow Garri (Paint),Tubers,Enugu,5500,19,104500,4200,31,Delayed
2025-12-14,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4000,27,108000,3200,25,On-Time
2025-12-14,Frozen Turkey (kg),Meat,Enugu,11000,11,121000,8800,25,On-Time
2025-12-14,Peak Milk 400g,Dairy,Kano,5800,26,150800,4900,18.4,On-Time
2025-12-15,Local Rice (50kg),Grains,Port Harcourt,120000,3,360000,105000,14.3,Delayed
2025-12-15,Kings Oil 5L,Oils,Lagos (Lekki),27000,6,162000,21500,25.6,Critical Delay
2025-12-15,Beans Brown (Oloyin),Grains,Lagos (Lekki),4000,15,60000,3200,25,Critical Delay
2025-12-15,Milo Refill 500g,Beverages,Abuja,7200,-2,0,6000,20,On-Time
2025-12-16,Kings Oil 5L,Oils,Lagos (Lekki),27000,28,756000,21500,25.6,Delayed
2025-12-16,Yellow Garri (Paint),Tubers,Kano,5500,21,115500,4200,31,Critical Delay
2025-12-16,Local Rice (50kg),Grains,Lagos (Lekki),120000,20,2400000,105000,14.3,Delayed
2025-12-16,Beans Brown (Oloyin),Grains,Ibadan,4500,28,126000,3200,40.6,Delayed
2025-12-17,Local Rice (50kg),Grains,Kano,120000,14,1680000,105000,14.3,On-Time
2025-12-17,Milo Refill 500g,Beverages,Abuja,7200,4,28800,6000,20,Delayed
2025-12-17,Power Oil (Sachet),Oils,Enugu,500,13,6500,400,25,Delayed
2025-12-17,Yellow Garri (Paint),Tubers,Abuja,5500,15,82500,4200,31,On-Time
2025-12-18,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,29,130500,3200,40.6,Delayed
2025-12-18,Kings Oil 5L,Oils,Kano,27000,18,486000,21500,25.6,Delayed
2025-12-18,Indomie Super Pack,Noodles,Ibadan,20000,21,420000,16800,19,Delayed
2025-12-18,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,15,180000,8000,50,Critical Delay
2025-12-19,Yellow Garri (Paint),Tubers,Kano,5500,13,71500,4200,31,On-Time
2025-12-19,Local Rice (50kg),Grains,Enugu,120000,29,3480000,105000,14.3,Critical Delay
2025-12-19,Yam Tuber (Large),Produce,Kano,12000,19,228000,8000,50,Critical Delay
2025-12-19,Kings Oil 5L,Oils,Kano,27000,-2,0,21500,25.6,On-Time
2025-12-20,Power Oil (Sachet),Oils,Port Harcourt,500,16,8000,400,25,Delayed
2025-12-20,Kings Oil 5L,Oils,Ibadan,27000,11,297000,21500,25.6,Delayed
2025-12-20,Yellow Garri (Paint),Tubers,Kano,5500,27,148500,4200,31,Delayed
2025-12-20,Dangote Sugar 1kg,Sweeteners,Abuja,4000,9,36000,3200,25,Delayed
2025-12-21,Beans Brown (Oloyin),Grains,Port Harcourt,4500,17,76500,3200,40.6,Critical Delay
2025-12-21,Kings Oil 5L,Oils,Enugu,27000,0,0,21500,25.6,On-Time
2025-12-21,Kings Oil 5L,Oils,Abuja,27000,10,270000,21500,25.6,Critical Delay
2025-12-21,Frozen Turkey (kg),Meat,Port Harcourt,11000,19,209000,8800,25,Critical Delay
2025-12-22,Indomie Super Pack,Noodles,Enugu,20000,1,20000,16800,19,Delayed
2025-12-22,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,13,260000,16800,19,On-Time
